packet_id,user_id,timestamp_minute,session_duration_s,packet_size,distance_to_router,signal_strength,channel_load,device_type,os,protocol,request_type,destination_host,priority,is_encrypted,vpn_active,preferred_dns,battery_level,movement_speed,retry,delivered
92612,152,14414,147,223,24.1,-47.55,0.361,phone,android,tcp,browsing,avito.ru,low,False,True,1.1.1.1,68.1,0.3,0,1
84252,138,18329,597,57152,13.44,-33.13,0.568,iot,linux,quic,download,onedrive.live.com,low,True,True,8.8.8.8,21.8,0.13,0,1
37019,61,2651,127,289,11.69,-9.53,0.405,laptop,linux,tcp,browsing,telegram.org,low,False,True,8.8.8.8,25.9,0.83,0,1
72633,119,14411,42,1232,20.71,-70.34,0.411,phone,android,tcp,browsing,telegram.org,low,False,True,208.67.222.222,65.4,0.87,1,0
49602,81,18470,88,1854,12.49,51.35,0.318,laptop,windows,tcp,browsing,mail.ru,low,True,False,,28.6,0.39,0,1
55051,90,15622,1181,11381,11.15,-78.37,0.21,phone,ios,udp,streaming,rutube.ru,medium,False,False,208.67.222.222,37.9,2.05,0,1
17180,28,9102,3509,2315,8.14,-52.99,0.404,iot,android,udp,gaming,faceit.com,high,False,False,9.9.9.9,97.9,0.29,0,1
45661,75,4217,107,172,10.24,-26.68,0.087,phone,android,tcp,browsing,pikabu.ru,high,False,False,,34.6,3.02,0,1
44179,72,19204,1322,38646,15.9,-73.59,0.589,iot,android,udp,streaming,ivi.ru,high,False,False,1.1.1.1,75.8,0.23,1,0
74263,122,6106,254,18740,7.1,-84.13,0.195,phone,android,udp,download,packages.microsoft.com,medium,True,True,,80.4,0.6,1,0
41439,68,8810,1198,63698,9.21,84.4,0.257,laptop,macos,quic,streaming,rutube.ru,medium,False,False,208.67.222.222,65.6,0.27,0,1
14607,24,2745,1138,48357,11.63,-34.27,0.214,phone,android,udp,streaming,okko.tv,medium,False,False,1.1.1.1,17.9,2.42,0,1
80172,132,2534,74,931,17.5,28.87,0.449,laptop,windows,tcp,browsing,yandex.ru,medium,True,True,208.67.222.222,46.4,1.22,0,1
69428,114,9429,3445,3939,4.8,76.24,0.63,laptop,windows,udp,gaming,wargaming.net,medium,False,False,9.9.9.9,64.9,0.31,0,1
37133,61,7212,2032,2892,4.35,12.46,0.226,laptop,linux,udp,gaming,wargaming.net,medium,False,False,9.9.9.9,37.6,0.11,0,1
20183,33,4638,516,41233,10.36,-26.92,0.185,phone,android,tcp,download,github.com,high,False,True,9.9.9.9,84.7,2.29,1,0
46326,76,6662,1494,1513,24.46,-82.35,0.71,phone,ios,udp,gaming,riot.com,high,False,False,9.9.9.9,47.8,0.17,0,1
19142,31,13394,194,57156,11.83,-90.45,0.149,phone,android,tcp,download,dl.google.com,medium,False,False,,83.4,3.24,0,1
86010,141,14201,1649,11993,4.78,-83.52,0.123,phone,android,udp,streaming,youtube.com,high,False,True,8.8.8.8,16.0,0.91,0,1
47764,78,16014,322,23442,8.79,-76.51,0.086,phone,ios,udp,download,releases.1c.ru,low,False,False,208.67.222.222,64.6,0.38,1,0
105968,174,15148,708,62085,1.93,-22.16,0.711,phone,android,udp,streaming,film.ru,low,False,False,9.9.9.9,52.3,0.53,0,1
6996,11,12745,438,20725,5.17,-77.86,0.216,phone,android,quic,streaming,start.ru,high,True,False,8.8.8.8,43.5,0.84,0,1
36018,59,12528,1703,1182,18.47,25.08,0.451,laptop,windows,udp,gaming,riot.com,high,True,False,8.8.8.8,44.7,0.52,1,0
120305,198,4852,334,21381,22.02,-75.07,0.542,iot,android,tcp,download,huggingface.co,medium,True,True,1.1.1.1,68.8,0.28,1,0
33703,55,16911,110,57919,19.85,65.69,0.463,laptop,macos,udp,download,download.kaspersky.com,medium,True,True,9.9.9.9,37.8,0.12,0,1
4273,7,381,163,63912,9.86,-20.62,0.317,phone,android,tcp,download,onedrive.live.com,medium,True,True,9.9.9.9,99.1,2.48,0,1
69523,114,12618,279,35354,1.62,83.62,0.254,laptop,windows,tcp,download,download.jetbrains.com,medium,False,False,9.9.9.9,30.0,0.91,0,1
94097,155,555,134,13867,22.82,-64.53,0.456,iot,linux,tcp,download,yadi.sk,high,False,False,208.67.222.222,79.7,0.21,0,1
58506,96,10152,1423,52352,10.44,93.01,0.32,laptop,windows,tcp,streaming,kion.ru,high,True,False,8.8.8.8,43.9,1.0,0,1
101398,167,2772,105,1911,25.48,-70.71,0.099,phone,android,tcp,browsing,rbc.ru,low,True,False,9.9.9.9,40.4,1.6,1,0
2641,4,8341,158,782,8.17,-70.45,0.42,phone,ios,tcp,browsing,vk.com,low,True,True,,28.2,0.93,0,1
76940,126,18399,279,12984,15.29,-41.54,0.497,phone,ios,tcp,download,pypi.org,high,False,False,9.9.9.9,28.4,3.75,0,1
76533,126,977,1460,1122,13.34,-63.74,0.621,phone,ios,udp,gaming,steampowered.com,medium,False,False,8.8.8.8,45.9,0.07,0,1
83996,138,8195,138,955,11.5,-29.62,0.484,iot,linux,tcp,browsing,whatsapp.com,medium,True,True,208.67.222.222,42.3,0.07,0,1
42544,70,3062,1343,40563,12.98,80.86,0.203,laptop,linux,udp,streaming,youtube.com,high,True,,1.1.1.1,48.7,0.29,1,0
38232,63,2255,764,2027,6.21,-71.73,0.638,phone,ios,udp,gaming,faceit.com,high,True,False,9.9.9.9,34.7,2.66,0,1
46285,76,5205,569,46446,22.18,-89.49,0.529,phone,ios,tcp,download,onedrive.live.com,low,True,True,208.67.222.222,6.6,1.47,0,1
63961,105,9582,1732,12875,19.18,-1.83,0.583,laptop,macos,udp,streaming,premier.one,high,True,False,9.9.9.9,38.5,0.21,1,0
52302,86,4274,590,35874,4.16,77.02,0.3,laptop,macos,tcp,download,cloud.mail.ru,medium,True,True,8.8.8.8,51.5,0.09,0,1
97966,161,10918,1327,60652,20.79,-14.34,0.659,laptop,macos,tcp,streaming,amediateka.ru,high,True,False,8.8.8.8,50.8,0.43,0,1
67185,110,16678,1169,17879,18.01,-108.09,0.56,iot,android,tcp,streaming,youtube.com,low,True,True,9.9.9.9,61.3,0.22,1,0
21713,35,18250,892,24860,6.37,-84.54,0.642,phone,ios,udp,streaming,youtube.com,low,False,True,,33.8,1.53,1,0
113875,187,14935,240,18297,23.63,96.11,0.525,laptop,linux,tcp,download,download.kaspersky.com,medium,False,False,8.8.8.8,79.7,0.37,0,1
19524,32,4042,1735,23386,16.35,-49.31,0.48,iot,linux,quic,streaming,matchtv.ru,high,True,True,,18.5,0.07,0,1
18439,30,9255,173,1223,15.2,5.13,0.578,laptop,windows,tcp,browsing,telegram.org,high,False,True,8.8.8.8,75.5,0.74,1,0
50048,82,12072,851,2669,0.5,-37.04,0.548,iot,linux,udp,gaming,gaijin.net,high,False,False,8.8.8.8,73.3,0.0,0,1
35277,58,7970,1090,3529,7.41,-81.99,0.626,phone,android,udp,gaming,worldoftanks.ru,high,False,False,8.8.8.8,55.0,2.62,1,0
89501,147,11718,139,1349,5.45,106.63,0.178,laptop,windows,quic,browsing,yandex.ru,medium,False,False,1.1.1.1,73.5,0.32,1,0
75423,124,5633,469,43927,18.53,-60.35,0.249,phone,ios,tcp,download,dl.google.com,high,False,False,1.1.1.1,41.3,0.61,0,1
69946,115,4401,1714,4780,22.02,-33.25,0.361,iot,android,udp,gaming,vkplay.ru,medium,False,,208.67.222.222,49.5,0.06,0,1
106943,176,4373,50,1000,6.41,80.44,0.078,laptop,linux,tcp,browsing,mail.ru,medium,True,False,8.8.8.8,35.7,0.27,0,1
227,0,8546,499,43661,17.25,-54.63,0.217,phone,ios,tcp,download,releases.1c.ru,low,False,False,208.67.222.222,19.1,1.67,0,1
451,0,17434,940,42988,17.11,-62.9,0.049,phone,ios,udp,streaming,twitch.tv,high,True,False,208.67.222.222,67.3,0.78,0,1
54849,90,7857,1262,1869,11.97,-85.91,0.722,phone,ios,udp,gaming,ggg.com,high,True,True,1.1.1.1,67.3,0.42,0,1
107950,177,19272,209,44598,11.24,-66.73,0.57,phone,android,tcp,download,cdn.yandex.net,medium,True,True,1.1.1.1,68.6,0.1,1,0
107603,177,6019,1477,14098,12.07,-69.5,0.024,phone,android,quic,streaming,start.ru,medium,True,,8.8.8.8,75.4,0.54,1,0
66581,109,17897,565,46958,12.61,20.39,0.513,laptop,windows,tcp,download,github.com,low,True,False,9.9.9.9,73.4,0.08,1,0
114576,188,19435,68,1117,17.35,-33.21,0.692,phone,android,tcp,browsing,telegram.org,high,False,True,8.8.8.8,47.8,0.23,0,1
82325,135,14298,1222,19558,22.37,-56.91,0.152,phone,android,udp,streaming,rutube.ru,low,False,False,208.67.222.222,31.8,0.61,0,1
39630,65,8112,590,48952,14.08,-74.58,0.512,phone,android,udp,streaming,videomore.ru,high,False,False,,56.9,1.02,1,0
52965,87,6875,162,343,19.67,22.37,0.376,laptop,windows,tcp,browsing,kommersant.ru,medium,True,False,,33.4,0.87,0,1
13530,22,9506,452,55879,24.37,-85.13,0.471,phone,android,tcp,download,github.com,high,False,False,1.1.1.1,56.9,2.03,1,0
72154,118,19570,136,31246,21.96,73.63,0.709,laptop,linux,tcp,download,storage.googleapis.com,low,True,False,8.8.8.8,51.1,0.48,0,1
96870,159,14378,179,1323,13.92,10.87,0.341,laptop,linux,tcp,browsing,ozon.ru,high,False,True,8.8.8.8,50.7,0.15,0,1
48669,80,5296,1786,29867,19.43,-66.32,0.508,phone,android,quic,streaming,premier.one,low,True,False,9.9.9.9,25.6,1.47,0,1
64113,105,15204,550,48775,17.61,-6.38,0.651,laptop,macos,quic,download,packages.microsoft.com,high,True,,1.1.1.1,41.1,0.17,1,0
6897,11,8308,318,39198,6.85,-77.65,0.339,phone,android,udp,download,s3.amazonaws.com,low,False,False,208.67.222.222,52.3,1.48,0,1
61543,101,8332,1749,17199,18.91,-18.08,0.417,phone,ios,udp,streaming,youtube.com,medium,False,False,9.9.9.9,26.9,1.06,1,0
38250,63,2980,473,50467,13.38,-70.92,0.28,phone,ios,quic,streaming,youtube.com,high,False,True,9.9.9.9,56.0,2.18,1,0
50390,83,1598,49,1132,3.43,-88.3,0.209,phone,ios,tcp,browsing,telegram.org,medium,False,True,8.8.8.8,63.9,0.07,1,0
41509,68,11262,247,32521,7.65,90.14,0.273,laptop,macos,tcp,download,pypi.org,medium,False,False,208.67.222.222,44.0,0.18,0,1
115401,190,3613,552,55326,18.23,-40.26,0.557,phone,ios,tcp,download,github.com,low,False,,8.8.8.8,58.5,0.25,1,0
48064,79,3867,1498,61042,13.88,-38.65,0.424,phone,ios,tcp,streaming,amediateka.ru,low,True,False,1.1.1.1,40.5,1.29,0,1
49746,82,195,514,44913,5.21,-50.48,0.298,iot,linux,tcp,download,update.1c.ru,medium,False,False,208.67.222.222,73.6,0.07,0,1
14265,23,13358,137,51187,5.51,-3.87,0.339,laptop,linux,tcp,download,download.kaspersky.com,low,False,False,9.9.9.9,79.2,0.9,0,1
2229,3,15187,1621,34204,11.22,-24.82,0.634,phone,ios,quic,streaming,film.ru,high,True,False,8.8.8.8,63.8,0.67,0,1
1982,3,4544,284,37309,10.71,-34.46,0.182,phone,ios,tcp,download,mega.nz,medium,True,False,9.9.9.9,78.9,0.51,1,0
65434,107,19579,515,24608,10.97,-59.74,0.699,phone,android,quic,streaming,animego.org,medium,False,,208.67.222.222,46.1,0.48,0,1
994,1,14390,1440,3526,7.52,-66.97,0.174,iot,android,udp,gaming,worldoftanks.ru,medium,False,False,8.8.8.8,32.7,0.21,1,0
38963,64,6317,162,23776,10.69,-113.73,0.69,phone,ios,tcp,download,ftp.mozilla.org,low,True,,8.8.8.8,73.0,0.93,0,1
92240,152,167,252,13988,22.68,-30.37,0.31,phone,android,tcp,download,download.kaspersky.com,medium,False,,208.67.222.222,55.2,1.8,0,1
26467,43,17967,390,48767,1.0,30.06,0.721,laptop,windows,udp,download,mega.nz,medium,True,False,1.1.1.1,66.7,0.72,1,0
95411,157,3207,181,41244,8.4,91.31,0.183,laptop,windows,tcp,download,cloud.mail.ru,medium,True,False,1.1.1.1,78.9,0.61,1,0
78012,128,11618,585,57560,6.28,-42.6,0.392,phone,android,quic,streaming,okko.tv,high,True,False,208.67.222.222,38.2,1.56,1,0
113609,187,4001,527,41929,24.53,95.44,0.445,laptop,linux,udp,download,s3.amazonaws.com,low,True,True,1.1.1.1,34.7,0.69,0,1
70699,116,10596,1304,65322,7.89,-97.75,0.629,phone,android,quic,streaming,twitch.tv,high,False,True,9.9.9.9,79.7,0.8,1,0
66918,110,6367,155,475,19.52,-111.04,0.474,iot,android,udp,browsing,max.ru,medium,True,False,208.67.222.222,69.7,0.01,1,0
116042,191,4824,81,28092,18.72,75.62,0.41,laptop,windows,tcp,download,update.1c.ru,low,False,,208.67.222.222,81.6,0.65,0,1
34764,57,12081,3067,908,13.73,-92.93,0.718,phone,android,tcp,gaming,steampowered.com,high,True,False,,90.1,5.52,0,1
116721,192,8150,610,19811,22.69,-86.46,0.604,iot,linux,udp,streaming,netflix.com,high,True,True,8.8.8.8,38.3,0.12,1,0
109904,181,562,942,16373,11.51,-107.02,0.371,phone,android,quic,streaming,youtube.com,high,False,True,1.1.1.1,91.9,1.38,0,1
96938,159,17216,151,1047,12.74,52.0,0.119,laptop,linux,tcp,browsing,yandex.ru,low,True,False,,41.2,0.01,0,1
77485,127,15837,38,840,1.96,-39.71,0.163,phone,android,tcp,browsing,mail.ru,high,True,False,,49.1,0.14,0,1
33315,55,1056,94,44166,21.78,46.98,0.385,laptop,macos,tcp,download,github.com,medium,False,False,1.1.1.1,29.3,0.11,0,1
104619,172,9598,113,743,12.5,-95.52,0.627,phone,android,tcp,browsing,telegram.org,low,True,True,1.1.1.1,37.9,2.77,1,0
51839,85,9308,500,34946,16.1,-61.71,0.735,phone,android,tcp,download,dl.google.com,low,False,True,208.67.222.222,68.3,0.94,0,1
49029,80,19576,95,53318,16.47,-70.41,0.676,phone,android,tcp,download,download.jetbrains.com,low,True,True,,32.4,0.86,0,1
110185,181,11100,175,744,11.31,-92.42,0.558,phone,android,tcp,browsing,whatsapp.com,low,True,True,1.1.1.1,42.2,0.52,1,0
35551,58,18510,1277,34996,6.08,-83.99,0.211,phone,android,quic,streaming,megogo.net,medium,True,False,,40.0,0.22,0,1
34943,57,18364,513,40611,15.58,-99.61,0.395,phone,android,udp,download,releases.1c.ru,high,True,,8.8.8.8,42.8,2.88,0,1
2522,4,2792,293,16928,13.51,-39.34,0.245,phone,ios,tcp,download,archive.debian.org,low,True,False,,39.5,1.21,0,1
73182,120,11845,1730,36823,0.5,-59.63,0.247,iot,linux,quic,streaming,wink.ru,low,True,True,,96.8,0.02,1,0
113326,186,16892,1911,1276,16.51,39.16,0.276,laptop,macos,udp,gaming,riot.com,high,True,False,1.1.1.1,39.3,0.56,0,1
81135,133,15849,165,1463,24.97,76.45,0.392,laptop,windows,tcp,browsing,telegram.org,medium,False,True,,38.9,0.08,0,1
82370,135,16511,1241,3425,20.39,-51.52,0.665,phone,android,udp,gaming,steampowered.com,high,False,True,208.67.222.222,65.8,0.78,0,1
99764,164,9470,1505,49929,23.22,-35.21,0.714,phone,ios,quic,streaming,more.tv,high,False,,8.8.8.8,52.7,1.98,0,1
5252,8,15092,496,49237,8.2,-18.38,0.58,phone,android,udp,streaming,ivi.ru,high,False,False,208.67.222.222,50.8,1.5,0,1
40232,66,7824,1301,3992,10.07,1.9,0.832,laptop,macos,udp,gaming,faceit.com,high,True,True,,73.6,0.2,0,1
73934,121,17553,1251,15534,21.8,-43.89,0.352,phone,ios,udp,streaming,rutube.ru,high,True,False,1.1.1.1,76.2,1.35,1,0
18844,31,399,141,328,11.05,-89.43,0.387,phone,android,udp,browsing,yandex.ru,low,False,False,,60.4,3.28,0,1
82272,135,12043,584,23463,21.57,-43.76,0.444,phone,android,tcp,download,cdn.yandex.net,low,False,False,208.67.222.222,66.5,5.55,0,1
82140,135,6570,149,1237,22.09,-63.4,0.64,phone,android,quic,browsing,kommersant.ru,low,True,False,9.9.9.9,40.5,3.23,0,1
80158,132,2080,1129,3442,17.09,8.52,0.472,laptop,windows,udp,gaming,mail.ru,low,True,False,9.9.9.9,78.9,0.22,0,1
72579,119,12099,1447,3235,23.97,-93.72,0.661,phone,android,udp,gaming,vkplay.ru,medium,False,False,8.8.8.8,65.8,1.76,0,1
1600,2,13869,1543,1344,12.06,46.52,0.483,laptop,windows,quic,gaming,discord.com,high,True,False,208.67.222.222,51.5,0.52,1,0
70831,116,16065,323,47172,7.46,-72.24,0.229,phone,android,tcp,download,s3.amazonaws.com,medium,False,True,8.8.8.8,94.3,0.13,1,0
26506,43,19512,1398,19514,6.36,6.97,0.489,laptop,windows,udp,streaming,ivi.ru,high,False,False,9.9.9.9,69.1,0.23,1,0
10662,17,13931,2141,1942,26.24,30.51,0.509,laptop,windows,udp,gaming,mail.ru,medium,False,False,,32.0,0.68,0,1
46548,76,16366,114,936,24.3,-65.51,0.595,phone,ios,tcp,browsing,ok.ru,medium,False,False,,59.9,3.25,0,1
102079,168,5524,60,1323,20.88,-82.4,0.1,phone,android,tcp,browsing,telegram.org,low,True,True,,41.2,1.66,0,1
65882,108,13565,87,32318,18.62,-50.28,0.621,phone,ios,udp,download,mega.nz,low,True,,208.67.222.222,65.7,0.19,0,1
61774,101,17833,343,43544,19.9,-46.98,0.431,phone,ios,tcp,download,packages.microsoft.com,high,False,False,,81.9,1.57,1,0
104987,173,490,155,27448,1.45,-12.41,0.447,phone,android,tcp,download,storage.googleapis.com,medium,True,True,8.8.8.8,82.0,1.16,0,1
83927,138,5629,151,10684,12.04,-41.1,0.147,iot,linux,tcp,download,yadi.sk,low,True,False,208.67.222.222,41.9,0.05,0,1
84627,139,8938,929,2369,11.48,-74.5,0.245,phone,android,udp,gaming,steampowered.com,high,False,,9.9.9.9,60.4,0.58,0,1
52791,87,166,49,863,19.76,33.76,0.34,laptop,windows,tcp,browsing,avito.ru,medium,True,False,1.1.1.1,74.8,0.31,1,0
75647,124,14934,418,41010,16.43,-59.42,0.548,phone,ios,udp,streaming,wink.ru,medium,True,False,208.67.222.222,67.3,1.89,0,1
23754,39,4154,1669,26254,3.44,-41.47,0.164,iot,linux,udp,streaming,animego.org,medium,False,True,1.1.1.1,46.1,0.05,0,1
23405,38,14504,803,4872,8.36,84.08,0.237,laptop,linux,udp,gaming,mail.ru,high,False,False,9.9.9.9,76.7,0.4,0,1
114455,188,14331,145,193,17.01,-47.17,0.0,phone,android,tcp,browsing,vk.com,high,True,False,8.8.8.8,22.6,2.29,0,1
10646,17,13461,79,1825,24.62,29.88,0.456,laptop,windows,tcp,browsing,habr.com,medium,False,False,,75.1,0.62,0,1
25597,42,5621,597,32714,24.45,-85.35,0.323,phone,android,udp,download,onedrive.live.com,medium,True,,9.9.9.9,39.2,1.78,1,0
51845,85,9560,48,1425,12.53,-54.39,0.551,phone,android,tcp,browsing,pikabu.ru,low,True,False,8.8.8.8,30.7,2.74,0,1
117012,192,20031,1430,40235,24.5,-73.23,0.16,iot,linux,udp,streaming,ivi.ru,high,False,,,35.6,0.26,1,0
33430,55,6391,763,1193,24.72,14.17,0.507,laptop,macos,tcp,gaming,wargaming.net,high,False,False,,67.3,0.11,0,1
11147,18,9797,3335,1099,10.4,21.21,0.488,laptop,windows,quic,gaming,gaijin.net,medium,True,True,9.9.9.9,57.5,0.86,0,1
120276,198,3822,1420,8642,18.5,-74.06,0.565,iot,android,tcp,streaming,smotrim.ru,high,True,False,,56.1,0.17,0,1
40291,66,9951,934,37434,6.57,6.6,0.201,laptop,macos,tcp,streaming,ivi.ru,high,True,False,8.8.8.8,36.2,0.28,0,1
60871,100,6921,3515,4537,7.52,9.49,0.304,laptop,windows,udp,gaming,steampowered.com,high,True,True,208.67.222.222,54.4,1.26,1,0
72414,119,4940,65,49887,22.18,-81.75,0.595,phone,android,quic,download,cloud.mail.ru,medium,False,False,1.1.1.1,62.5,0.44,0,1
92243,152,405,414,44270,27.53,-45.64,0.309,phone,android,udp,download,download.postgresql.org,low,False,False,,97.4,2.42,0,1
27833,46,519,1538,4328,6.26,-25.7,0.389,phone,ios,udp,gaming,minecraft.net,medium,False,False,208.67.222.222,69.9,1.71,1,0
94179,155,3745,148,1182,25.14,-69.15,0.663,iot,linux,tcp,browsing,huggingface.co,medium,False,False,8.8.8.8,38.1,0.29,0,1
100391,165,11082,1449,12574,7.98,-58.36,0.634,phone,android,quic,streaming,ivi.ru,high,False,True,1.1.1.1,44.0,2.48,0,1
109111,179,17905,77,1128,13.86,-62.77,0.775,iot,android,tcp,browsing,habr.com,medium,False,False,208.67.222.222,69.3,0.07,0,1
33328,55,1743,994,17476,23.07,80.65,0.159,laptop,macos,udp,streaming,twitch.tv,high,True,False,8.8.8.8,70.4,0.59,0,1
63798,105,3330,901,3203,20.4,-26.17,0.357,laptop,macos,udp,gaming,wargaming.net,high,True,True,8.8.8.8,90.8,0.55,0,1
45587,75,1326,84,12841,11.02,-17.67,0.2,phone,android,tcp,download,releases.1c.ru,medium,False,True,1.1.1.1,21.1,2.87,0,1
87065,143,8987,1310,61400,16.56,54.83,0.277,laptop,windows,udp,streaming,film.ru,low,True,False,208.67.222.222,89.1,0.32,0,1
31553,52,1296,69,1168,22.03,-61.27,0.197,iot,linux,udp,browsing,sber.ru,low,True,False,208.67.222.222,19.9,0.01,0,1
105310,173,12735,1581,2846,2.79,-25.98,0.266,phone,android,udp,gaming,wargaming.net,high,True,False,8.8.8.8,17.8,1.07,1,0
105110,173,5566,1452,48301,1.09,-26.62,0.22,phone,android,quic,streaming,rutube.ru,high,False,False,,30.3,3.44,0,1
57113,94,3848,146,6720,7.99,-61.42,0.57,iot,linux,tcp,browsing,telegram.org,medium,False,True,,34.4,0.28,0,1
97514,160,16082,1425,63702,15.0,-75.98,0.387,phone,ios,udp,streaming,premier.one,high,False,False,208.67.222.222,68.8,0.43,1,0
60346,99,9877,1667,17008,25.09,-65.85,0.152,iot,android,udp,streaming,vkvideo.ru,high,True,True,,31.6,0.09,1,0
83438,137,10594,129,27749,19.25,-92.92,0.511,iot,linux,tcp,download,cloud.mail.ru,low,True,False,9.9.9.9,86.3,0.06,0,1
111274,183,6260,922,33998,21.99,-94.62,0.377,iot,linux,udp,streaming,ivi.ru,high,False,False,208.67.222.222,83.5,0.09,0,1
89422,147,8089,433,12661,4.2,100.03,0.402,laptop,windows,udp,streaming,kinopoisk.ru,low,True,False,,52.3,0.68,0,1
4638,7,13680,75,14285,11.21,-30.9,0.733,phone,android,udp,download,update.1c.ru,low,False,False,9.9.9.9,57.7,1.38,0,1
23752,39,4054,254,38474,7.86,-32.58,0.271,iot,linux,tcp,download,cloud.mail.ru,high,True,True,8.8.8.8,34.2,0.12,0,1
81747,134,15611,168,880,22.85,-59.07,0.139,phone,android,tcp,browsing,avito.ru,medium,True,False,8.8.8.8,35.9,0.03,0,1
109351,180,2822,213,16784,22.29,-72.07,0.225,phone,android,tcp,download,update.1c.ru,medium,True,False,9.9.9.9,69.2,0.72,0,1
15293,25,6751,1441,56843,20.82,-53.31,0.518,iot,android,udp,streaming,youtube.com,high,True,True,208.67.222.222,38.2,0.06,0,1
20103,33,1989,1727,4157,10.8,-33.78,0.549,phone,android,udp,gaming,wargaming.net,high,False,False,208.67.222.222,67.9,1.38,0,1
33522,55,9987,494,43998,18.56,40.37,0.34,laptop,macos,quic,streaming,amediateka.ru,medium,False,False,,38.8,0.56,0,1
30516,50,8966,1743,21416,13.21,-25.37,0.221,phone,android,tcp,streaming,wink.ru,high,True,True,208.67.222.222,81.9,1.09,1,0
65365,107,16735,241,47939,14.2,-54.53,0.571,phone,android,udp,download,onedrive.live.com,medium,False,False,208.67.222.222,57.8,1.55,0,1
62129,102,8470,2969,4191,25.06,-3.97,0.28,laptop,windows,udp,gaming,mail.ru,high,True,False,,38.9,0.5,0,1
85994,141,13784,350,20692,0.95,-78.2,0.668,phone,android,tcp,download,cdn.yandex.net,low,False,False,208.67.222.222,60.9,0.53,1,0
20526,33,16924,3163,3420,15.21,-24.61,0.216,phone,android,quic,gaming,steampowered.com,low,False,False,9.9.9.9,30.8,3.64,1,0
51735,85,4908,39,1227,14.04,-43.28,0.547,phone,android,udp,browsing,rambler.ru,medium,False,True,8.8.8.8,75.8,3.36,0,1
95334,157,244,38,624,7.39,113.06,0.334,laptop,windows,tcp,browsing,lenta.ru,medium,True,False,,71.5,0.69,1,0
82212,135,9328,95,934,21.69,-64.17,0.556,phone,android,tcp,browsing,instagram.com,high,False,False,208.67.222.222,56.3,0.82,0,1
29256,48,8171,144,15056,9.79,-48.68,0.565,phone,ios,tcp,download,update.1c.ru,medium,True,,9.9.9.9,10.1,0.16,0,1
11983,19,19299,63,1075,0.5,-64.69,0.63,phone,ios,tcp,browsing,telegram.org,low,True,True,,47.8,1.11,0,1
42773,70,11979,149,1940,13.4,97.26,0.352,laptop,linux,udp,browsing,pikabu.ru,medium,True,False,,64.7,1.25,0,1
2760,4,13113,387,43404,12.06,-67.04,0.167,phone,ios,tcp,download,download.kaspersky.com,medium,True,False,9.9.9.9,65.3,0.86,0,1
72622,119,13988,63,612,21.7,-89.1,0.409,phone,android,udp,browsing,yandex.ru,medium,True,False,9.9.9.9,30.0,1.05,1,0
71721,118,2349,148,1367,20.86,61.91,0.687,laptop,linux,tcp,browsing,ok.ru,low,False,False,8.8.8.8,35.5,0.33,1,0
22487,37,249,585,52696,2.14,-25.86,0.294,iot,linux,tcp,download,github.com,medium,False,False,,75.2,0.16,1,0
51144,84,6968,404,60208,3.23,-10.64,0.282,iot,android,tcp,download,pytorch.org,medium,True,False,,41.0,0.04,0,1
72635,119,14554,576,56856,24.82,-71.93,0.233,phone,android,udp,download,storage.googleapis.com,low,False,False,,54.5,0.03,1,0
